Taxon,SLA,SLA units,SLAunits flag,LMA,LMA units,leaf area,wood density ,maximum height,seed mass,seed volume,flowering duration,source,source notes
Melaleuca bracteata,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Melaleuca bracteata,,,,,,,,,,0.033,,AUSTRAITS_dataset_17,
Melaleuca bracteata,,,,,,,0.870,,,,,AUSTRAITS_dataset_34,
Melaleuca bracteata,,,,,,,,,,0.033,,AUSTRAITS_dataset_4,
Melaleuca bracteata,,,,,,,,,0.050,,,AUSTRAITS_dataset_53,
Melaleuca quinquenervia,,,,,,,,8.000,,,feb/mar/apr/may,AUSTRAITS_dataset_24,
Melaleuca quinquenervia,,,,,,,,,,,mar/apr/may/jun/jul/aug,NSW flora online ,
Melaleuca quinquenervia,,,,,,,,,,0.047,,AUSTRAITS_dataset_17,
Melaleuca quinquenervia,,,,,,,0.689,,,,,AUSTRAITS_dataset_34,
Melaleuca quinquenervia,,,,,,,0.570,,,,,AUSTRAITS_dataset_34,
Melaleuca quinquenervia,,,,,,,,,,0.047,,AUSTRAITS_dataset_4,
Melaleuca quinquenervia,,,,,,,,,0.220,,,AUSTRAITS_dataset_53,
Melia azedarach,,,,,,,,10.000,,,oct/nov/dec,AUSTRAITS_dataset_24,
Melia azedarach,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Melia azedarach,,,,,,,,,,24.600,,AUSTRAITS_dataset_17,
Melia azedarach,,,,,,,0.383,,,,,AUSTRAITS_dataset_34,
Melia azedarach,,,,,,,0.400,,,,,AUSTRAITS_dataset_34,
Melia azedarach,,,,,,,,,,24.600,,AUSTRAITS_dataset_4,
Melia azedarach,,,,,,,,,412.000,,,AUSTRAITS_dataset_53,
Melodinus australis,,,,,,,,,,,dec/jan/feb/mar/apr/may,NSW flora online ,
Melodinus australis,,,,,,,,,65.000,,,AUSTRAITS_dataset_53,
Melodinus australis,,,,,,,,,65.000,,,AUSTRAITS_dataset_6,SID
Melodinus australis,,,,,,,,,65.000,,,Gallagher_field_workPHD,
Melodorum leichhardtii,,,,,,,,,165.320,,,AUSTRAITS_dataset_53,
Melodorum leichhardtii,,,,,,,,,165.320,,,AUSTRAITS_dataset_6,SID
Melodorum leichhardtii,,,,,,,,,165.320,,,Gallagher_field_workPHD,
Micromelum minutum,,,,,,,,,,,sep/oct/nov/dec/jan/feb/mar/apr/may,NSW flora online ,
Micromelum minutum,,,,,,,,,22.000,,,AUSTRAITS_dataset_53,
Mischarytera lautereriana,,,,,,,0.580,,,,,AUSTRAITS_dataset_34,
Mischarytera lautereriana,,,,,,,0.607,,,,,AUSTRAITS_dataset_34,
Mischarytera lautereriana,,,,,,,0.607,,,,,AUSTRAITS_dataset_34,
Mischocarpus pyriformis,,,,,,,,,187.200,,,Gallagher_field_workPHD,
Morinda jasminoides,,,,,,,,,,,nov/dec,AUSTRAITS_dataset_24,
Morinda jasminoides,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Morinda jasminoides,,,,,,,,1.500,,,,AUSTRAITS_dataset_26,
Morinda jasminoides,,,,,,,,,7.900,,,AUSTRAITS_dataset_53,
Morinda jasminoides,,,,,,,,,7.900,,,AUSTRAITS_dataset_6,SID
Morinda jasminoides,,,,,,,,,7.900,,,Gallagher_field_workPHD,
Myrsine variabilis,,,,,,,0.784,,,,,AUSTRAITS_dataset_34,
Myrsine variabilis,,,,,,,0.784,,,,,AUSTRAITS_dataset_34,
Myrsine variabilis,,,,,,,,,29.600,,,Gallagher_field_workPHD,
Neolitsea dealbata,,,,,,,0.498,,,,,AUSTRAITS_dataset_34,
Neolitsea dealbata,,,,,,,,,146.000,,,AUSTRAITS_dataset_53,
Neolitsea dealbata,,,,,,,0.445,,,,,AUSTRAITS_dataset_33,
Neolitsea dealbata,,,,,,,,,146.000,,,Gallagher_field_workPHD,
Notelaea longifolia,,,,,,,,3.000,,,apr/may/jun/jul,AUSTRAITS_dataset_24,
Notelaea longifolia,,,,,,,,,,,apr/may/jun/jul/aug/sep/oct,NSW flora online ,
Notelaea longifolia,,,,,,,0.870,,,,,AUSTRAITS_dataset_34,
Notelaea longifolia,,,,,,,,,151.460,,,Gallagher_field_workPHD,
Notelaea microcarpa,,,,,,,,,,,jun/jul/aug/sep/oct/nov/dec,NSW flora online ,
Notelaea microcarpa,,,,,,,,,43.522,,,AUSTRAITS_dataset_53,
Ochna serrulata,,,,,,,,2.000,,,,AUSTRAITS_dataset_26,
Olea paniculata,,,,,,,,,,,oct/nov/dec,NSW flora online ,
Olea paniculata,,,,,,,0.761,,,,,AUSTRAITS_dataset_34,
Olea paniculata,,,,,,,0.788,,,,,AUSTRAITS_dataset_34,
Olea paniculata,,,,,,,,,98.000,,,AUSTRAITS_dataset_53,
Olea paniculata,,,,,,,,,67.000,,,Gallagher_field_workPHD,
Pandorea pandorana,,,,,,,,,,,aug/sep,AUSTRAITS_dataset_24,
Pandorea pandorana,,,,,,,,,,,jun/jul/aug/sep/oct/nov/dec,NSW flora online ,
Pandorea pandorana,,,,,,,,,3.800,,,AUSTRAITS_dataset_53,
Pandorea pandorana,,,,,,,,,3.800,,,AUSTRAITS_dataset_6,SID
Pandorea pandorana,,,,,,,,,3.800,,,Gallagher_field_workPHD,
Pararchidendron pruinosum,,,,,,,,,,,oct/nov/dec/jan,NSW flora online ,
Pararchidendron pruinosum,,,,,,,0.525,,,,,AUSTRAITS_dataset_34,
Pararchidendron pruinosum,,,,,,,0.525,,,,,AUSTRAITS_dataset_34,
Pararchidendron pruinosum,,,,,,,0.525,,,,,AUSTRAITS_dataset_34,
Pararchidendron pruinosum,,,,,,,,,56.000,,,AUSTRAITS_dataset_53,
Pararchidendron pruinosum,,,,,,,,,56.000,,,Gallagher_field_workPHD,
Parsonsia straminea,,,,,,,,,,,jan/feb/mar,NSW flora online ,
Parsonsia straminea,,,,,,,,,,,nov/dec/jan,AUSTRAITS_dataset_24,
Parsonsia straminea,,,,,,,,10.000,,,,AUSTRAITS_dataset_26,
Parsonsia straminea,,,,,,,,,8.400,,,AUSTRAITS_dataset_53,
Parsonsia straminea,,,,,,,,,8.400,,,AUSTRAITS_dataset_6,SID
Parsonsia straminea,,,,,,,,,8.400,,,Gallagher_field_workPHD,
Passiflora edulis,,,,,,,,5.000,,,,AUSTRAITS_dataset_26,
Passiflora edulis,,,,,,,,,15.460,,,AUSTRAITS_dataset_53,
Passiflora edulis,,,,,,,,,15.460,,,AUSTRAITS_dataset_6,SID
Passiflora suberosa,,,,,,,,,2.962,,,AUSTRAITS_dataset_53,
Passiflora suberosa,,,,,,,,,39.900,,,AUSTRAITS_dataset_6,SID
Passiflora subpeltata,,,,,,,,,50.000,,,AUSTRAITS_dataset_53,
Passiflora subpeltata,,,,,,,,,50.000,,,AUSTRAITS_dataset_6,SID
Pavetta australiensis,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Pavetta australiensis,,,,,,,,,219.000,,,AUSTRAITS_dataset_53,
Phyllanthus microcladus,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Pilidiostigma rhytispermum,,,,,,,,,,76.236,,AUSTRAITS_dataset_4,
Pilidiostigma rhytispermum,,,,,,,,,,76.236,,AUSTRAITS_dataset_17,
Pilidiostigma rhytispermum,,,,,,,,,51.500,,,AUSTRAITS_dataset_53,
Pittosporum multiflorum,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Pittosporum multiflorum,,,,,,,,,11.071,,,AUSTRAITS_dataset_53,
Pittosporum undulatum,,,,,,,,4.000,,,aug/sep,AUSTRAITS_dataset_24,
Pittosporum undulatum,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Pittosporum undulatum,,,,,,,,,,14.400,,AUSTRAITS_dataset_17,
Pittosporum undulatum,,,,,,,,5.000,,,,AUSTRAITS_dataset_26,
Pittosporum undulatum,,,,,,,0.745,,,,,AUSTRAITS_dataset_34,
Pittosporum undulatum,,,,,,,,,,14.400,,AUSTRAITS_dataset_4,
Pittosporum undulatum,,,,,,,,,8.350,,,AUSTRAITS_dataset_53,
Pittosporum undulatum,,,,,,,,15.000,,,,AUSTRAITS_dataset_57,
Pittosporum undulatum,,,,,,,,,8.350,,,Gallagher_field_workPHD,
Planchonella australis,,,,,,,,,,1430.500,,AUSTRAITS_dataset_17,
Planchonella australis,,,,,,,,,957.688,,,AUSTRAITS_dataset_53,
Polyscias elegans,,,,,,,,,,,apr/may/jun/jul/aug,NSW flora online ,
Polyscias elegans,,,,,,,,,,4.800,,AUSTRAITS_dataset_17,
Polyscias elegans,,,,,,,0.410,,,,,AUSTRAITS_dataset_34,
Polyscias elegans,,,,,,,0.413,,,,,AUSTRAITS_dataset_34,
Polyscias elegans,,,,,,,0.413,,,,,AUSTRAITS_dataset_34,
Polyscias elegans,,,,,,,0.413,,,,,AUSTRAITS_dataset_34,
Polyscias elegans,,,,,,,,,,4.800,,AUSTRAITS_dataset_4,
Polyscias elegans,,,,,,,,,6.600,,,AUSTRAITS_dataset_53,
Polyscias elegans,,,,,,,,,6.600,,,Gallagher_field_workPHD,
Pothos longipes,,,,,,,,,,,nov/dec,NSW flora online ,
Pothos longipes,,,,,,,,,109.000,,,AUSTRAITS_dataset_53,
Pothos longipes,,,,,,,,,109.000,,,Gallagher_field_workPHD,
Pseudoweinmannia lachnocarpa,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Pseudoweinmannia lachnocarpa,,,,,,,0.758,,,,,AUSTRAITS_dataset_34,
Pseudoweinmannia lachnocarpa,,,,,,,0.749,,,,,AUSTRAITS_dataset_34,
Pseudoweinmannia lachnocarpa,,,,,,,0.758,,,,,AUSTRAITS_dataset_34,
Psychotria daphnoides,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Psychotria daphnoides,,,,,,,,,18.413,,,AUSTRAITS_dataset_53,
Psychotria loniceroides,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Psychotria loniceroides,,,,,,,,,,10.100,,AUSTRAITS_dataset_17,
Psychotria loniceroides,,,,,,,,4.000,,,,AUSTRAITS_dataset_26,
Psychotria loniceroides,,,,,,,,,,10.100,,AUSTRAITS_dataset_4,
Psychotria loniceroides,,,,,,,,,8.147,,,AUSTRAITS_dataset_53,
Psychotria loniceroides,,,,,,,,,8.140,,,Gallagher_field_workPHD,
Psydrax odorata,,,,,,,0.870,,,,,AUSTRAITS_dataset_34,
Pteridium esculentum,,,,,,,,0.500,,,,AUSTRAITS_dataset_26,
Pteridium esculentum,,,,,,,,1.000,,,,AUSTRAITS_dataset_57,
Rhodamnia argentea,,,,,,,,,,,nov/dec/jan/feb,NSW flora online ,
Rhodamnia argentea,,,,,,,0.679,,,,,AUSTRAITS_dataset_34,
Rhodamnia argentea,,,,,,,0.719,,,,,AUSTRAITS_dataset_34,
Rhodamnia argentea,,,,,,,,,16.978,,,AUSTRAITS_dataset_53,
Rhodamnia rubescens,,,,,,,,,,,aug/sep/oct/nov,NSW flora online ,
Rhodamnia rubescens,,,,,,,,25.000,,,sep/oct,AUSTRAITS_dataset_24,
Rhodamnia rubescens,,,,,,,0.599,,,,,AUSTRAITS_dataset_34,
Rhodamnia rubescens,,,,,,,0.663,,,,,AUSTRAITS_dataset_34,
Rhodamnia rubescens,,,,,,,0.663,,,,,AUSTRAITS_dataset_34,
Rhodamnia rubescens,,,,,,,,,3.798,,,AUSTRAITS_dataset_53,
Rhodomyrtus psidioides,,,,,,,,,,,nov/dec,NSW flora online ,
Rhodomyrtus psidioides,,,,,,,,,5.883,,,AUSTRAITS_dataset_53,
Rhodomyrtus psidioides,,,,,,,,,2.470,,,Gallagher_field_workPHD,
Rhodosphaera rhodanthema,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Rhodosphaera rhodanthema,,,,,,,0.594,,,,,AUSTRAITS_dataset_34,
Rhodosphaera rhodanthema,,,,,,,0.585,,,,,AUSTRAITS_dataset_34,
Rhodosphaera rhodanthema,,,,,,,0.594,,,,,AUSTRAITS_dataset_34,
Rhodosphaera rhodanthema,,,,,,,,,448.871,,,AUSTRAITS_dataset_53,
Ricinus communis,,,,,,,,,295.600,,,AUSTRAITS_dataset_53,
Rubus moluccanus,,,,,,,,,0.850,,,AUSTRAITS_dataset_53,
Rubus moluccanus,,,,,,,,,0.850,,,AUSTRAITS_dataset_6,SID
Rubus moluccanus,,,,,,,,,0.850,,,Gallagher_field_workPHD,
Rubus rosifolius,,,,,,,,1.000,,,All year,AUSTRAITS_dataset_24,
Rubus rosifolius,,,,,,,,,,,jan/feb/mar,NSW flora online ,
Rubus rosifolius,,,,,,,,,,0.574,,AUSTRAITS_dataset_17,
Rubus rosifolius,,,,,,,,,,0.574,,AUSTRAITS_dataset_4,
Rubus rosifolius,,,,,,,,,0.400,,,AUSTRAITS_dataset_53,
Rubus rosifolius,,,,,,,,,0.600,,,AUSTRAITS_dataset_6,SID
Rubus rosifolius,,,,,,,,,0.600,,,Gallagher_field_workPHD,
Sarcopteryx stipata,,,,,,,,,37.190,,,Gallagher_field_workPHD,
Sarcopteryx stipata,,,,,,,0.839,,,,,AUSTRAITS_dataset_34,
Schefflera actinophylla,,,,,,,,,,,mar/apr/may,NSW flora online ,
Schefflera actinophylla,,,,,,,0.413,,,,,AUSTRAITS_dataset_34,
Schefflera actinophylla,,,,,,,0.413,,,,,AUSTRAITS_dataset_34,
Schefflera actinophylla,,,,,,,,,7.400,,,AUSTRAITS_dataset_53,
Schefflera actinophylla,,,,,,,,,,11.726,,AUSTRAITS_dataset_17,
Senna septemtrionalis,,,,,,,,,20.604,,,AUSTRAITS_dataset_53,
Senna sulfurea,,,,,,,,,28.810,,,AUSTRAITS_dataset_53,
Sloanea australis,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Sloanea australis,,,,,,,0.473,,,,,AUSTRAITS_dataset_34,
Sloanea australis,,,,,,,0.538,,,,,AUSTRAITS_dataset_34,
Sloanea australis,,,,,,,0.538,,,,,AUSTRAITS_dataset_34,
Sloanea woollsii,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Sloanea woollsii,,,,,,,0.513,,,,,AUSTRAITS_dataset_34,
Sloanea woollsii,,,,,,,0.525,,,,,AUSTRAITS_dataset_34,
Smilax australis,,,,,,,,,,,Sept,AUSTRAITS_dataset_24,
Smilax australis,,,,,,,,,40.760,,,AUSTRAITS_dataset_6,SID
Smilax australis,,,,,,,,,40.760,,,Gallagher_field_workPHD,
Solanum chrysotrichum,,,,,,,,,1.388,,,AUSTRAITS_dataset_53,
Solanum mauritianum,,,,,,,,,,,mar/apr/may/jun/jul/aug/sep/oct/nov,NSW flora online ,
Solanum mauritianum,,,,,,,,,1.110,,,AUSTRAITS_dataset_53,
Solanum seaforthianum,,,,,,,,,,,sep/oct/nov/dec/jan/feb/mar/apr/may,NSW flora online ,
Solanum seaforthianum,,,,,,,,,1.910,,,AUSTRAITS_dataset_53,
Solanum torvum,,,,,,,,,1.000,,,AUSTRAITS_dataset_53,
Stephania japonica,,,,,,,,,,,dec/jan,AUSTRAITS_dataset_24,
Stephania japonica,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Stephania japonica,,,,,,,,,,26.410,,AUSTRAITS_dataset_17,
Stephania japonica,,,,,,,,,,26.410,,AUSTRAITS_dataset_4,
Stephania japonica,,,,,,,,,17.520,,,AUSTRAITS_dataset_53,
Stephania japonica,,,,,,,,,19.720,,,AUSTRAITS_dataset_6,SID
Stephania japonica,,,,,,,,,19.720,,,Gallagher_field_workPHD,
Sterculia quadrifida,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Sterculia quadrifida,,,,,,,0.309,,,,,AUSTRAITS_dataset_34,
Sterculia quadrifida,,,,,,,0.303,,,,,AUSTRAITS_dataset_34,
Sterculia quadrifida,,,,,,,0.400,,,,,AUSTRAITS_dataset_34,
Sterculia quadrifida,,,,,,,0.276,,,,,AUSTRAITS_dataset_34,
Streblus brunonianus,,,,,,,,,12.000,,,AUSTRAITS_dataset_53,
Streblus brunonianus,,,,,,,0.680,,,,,AUSTRAITS_dataset_34,
Streblus brunonianus,,,,,,,0.693,,,,,AUSTRAITS_dataset_34,
Streblus brunonianus,,,,,,,0.702,,,,,AUSTRAITS_dataset_34,
Synoum glandulosum,,,,,,,,3.000,,,mar/apr/may/jun/jul,AUSTRAITS_dataset_24,
Synoum glandulosum,,,,,,,,,142.822,,,AUSTRAITS_dataset_11,
Synoum glandulosum,,,,,,,,,,381.500,,AUSTRAITS_dataset_17,
Synoum glandulosum,,,,,,,,4.000,,,,AUSTRAITS_dataset_26,
Synoum glandulosum,,,,,,,0.531,,,,,AUSTRAITS_dataset_34,
Synoum glandulosum,,,,,,,0.581,,,,,AUSTRAITS_dataset_34,
Synoum glandulosum,,,,,,,,,,381.500,,AUSTRAITS_dataset_4,
Synoum glandulosum,,,,,,,,,189.670,,,AUSTRAITS_dataset_53,
Synoum glandulosum,,,,,,,,,189.670,,,Gallagher_field_workPHD,
Syzygium australe,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Syzygium australe,,,,,,,,,,318.348,,AUSTRAITS_dataset_17,
Syzygium australe,,,,,,,0.633,,,,,AUSTRAITS_dataset_34,
Syzygium australe,,,,,,,,,,318.348,,AUSTRAITS_dataset_4,
Syzygium australe,,,,,,,,,259.335,,,AUSTRAITS_dataset_53,
Syzygium australe,,,,,,,,,259.340,,,Gallagher_field_workPHD,
Syzygium luehmannii,,,,,,,,,,,oct/nov/dec,NSW flora online ,
Syzygium luehmannii,,,,,,,,,,24.449,,AUSTRAITS_dataset_17,
Syzygium luehmannii,,,,,,,0.758,,,,,AUSTRAITS_dataset_34,
Syzygium luehmannii,,,,,,,0.607,,,,,AUSTRAITS_dataset_34,
Syzygium luehmannii,,,,,,,0.607,,,,,AUSTRAITS_dataset_34,
Syzygium luehmannii,,,,,,,0.607,,,,,AUSTRAITS_dataset_34,
Syzygium luehmannii,,,,,,,0.607,,,,,AUSTRAITS_dataset_34,
Syzygium luehmannii,,,,,,,,,,24.449,,AUSTRAITS_dataset_4,
Syzygium luehmannii,,,,,,,,,20.200,,,AUSTRAITS_dataset_53,
Syzygium luehmannii,,,,,,,,,20.200,,,Gallagher_field_workPHD,
Syzygium oleosum,,,,,,,,,,263.894,,AUSTRAITS_dataset_17,
Syzygium oleosum,,,,,,,0.883,,,,,AUSTRAITS_dataset_34,
Syzygium oleosum,,,,,,,,,,263.894,,AUSTRAITS_dataset_4,
Syzygium oleosum,,,,,,,,,216.490,,,AUSTRAITS_dataset_53,
Syzygium oleosum,,,,,,,,,216.490,,,Gallagher_field_workPHD,
Tabernaemontana pandacaqui,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Tabernaemontana pandacaqui,,,,,,,,,23.597,,,AUSTRAITS_dataset_53,
Tecoma capensis,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Tecoma capensis,,,,,,,,,2.148,,,AUSTRAITS_dataset_53,
Tecoma stans,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Tecoma stans,,,,,,,,,9.000,,,AUSTRAITS_dataset_53,
Toona ciliata,,,,,,,0.383,,,,,AUSTRAITS_dataset_34,
Toona ciliata,,,,,,,0.338,,,,,AUSTRAITS_dataset_34,
Toona ciliata,,,,,,,0.330,,,,,AUSTRAITS_dataset_34,
Toona ciliata,,,,,,,0.387,,,,,AUSTRAITS_dataset_34,
Toona ciliata,,,,,,,0.430,,,,,AUSTRAITS_dataset_34,
Toona ciliata,,,,,,,0.390,,,,,AUSTRAITS_dataset_34,
Toona ciliata,,,,,,,,,125.000,,,AUSTRAITS_dataset_53,
Trema tomentosa,,,,,,,0.326,,,,,AUSTRAITS_dataset_34,
Trema tomentosa,,,,,,,0.344,,,,,AUSTRAITS_dataset_34,
Trema tomentosa,,,,,,,0.322,,,,,AUSTRAITS_dataset_34,
Trema tomentosa,,,,,,,,,2.200,,,AUSTRAITS_dataset_53,
Trema tomentosa,,,,,,,,,4.860,,,Gallagher_field_workPHD,
Tristaniopsis laurina,,,,,,,,15.000,,,dec/jan,AUSTRAITS_dataset_24,
Tristaniopsis laurina,,,,,,,,,,,dec/jan,NSW flora online ,
Tristaniopsis laurina,,,,,,,0.697,,,,,AUSTRAITS_dataset_34,
Tristaniopsis laurina,,,,,,,0.870,,,,,AUSTRAITS_dataset_34,
Tristaniopsis laurina,,,,,,,0.870,,,,,AUSTRAITS_dataset_34,
Trophis scandens,,,,,,,,,,,jan/feb/sep/oct/nov/dec,NSW flora online ,
Trophis scandens,,,,,,,0.659,,,,,AUSTRAITS_dataset_34,
Trophis scandens,,,,,,,,,80.550,,,Gallagher_field_workPHD,
Turraea pubescens,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Wikstroemia indica,,,,,,,,1.500,,,nov/dec,AUSTRAITS_dataset_24,
Wikstroemia indica,,,,,,,,,17.000,,,AUSTRAITS_dataset_53,
Wilkiea huegeliana,,,,,,,,4.000,,,dec/jan/feb,AUSTRAITS_dataset_24,
Wilkiea huegeliana,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Wilkiea huegeliana,,,,,,,,1.000,,,,AUSTRAITS_dataset_52,
Wilkiea huegeliana,,,,,,,,0.800,,,,AUSTRAITS_dataset_52,
Wilkiea huegeliana,,,,,,,,4.000,,,,AUSTRAITS_dataset_52,
Wilkiea huegeliana,,,,,,,,2.000,,,,AUSTRAITS_dataset_52,
Wilkiea huegeliana,,,,,,,,1.600,,,,AUSTRAITS_dataset_52,
Wilkiea huegeliana,,,,,,,,5.400,,,,AUSTRAITS_dataset_52,
Wilkiea huegeliana,,,,,,,,4.000,,,,AUSTRAITS_dataset_26,
Wilkiea huegeliana,,,,,,,,,92.840,,,Gallagher_field_workPHD,
Wilkiea macrophylla,,,,,,,,,,,dec/jan/feb,NSW flora online ,
